Lead Owner,Interest Level,Lead Location(Auto),Creation Source,Marketing Source,is_india_location,days_since_next_activity,next_activity_hour,Days_Since_Update,Update_Hour,Update_DayOfWeek,hour_of_day,day_of_week,is_student,creation_source_encoded
18,0,Unknown,0,25,0,-1.0,-1.0,1280,21,0,17,5,0,0
2,0,Unknown,0,22,0,-1.0,-1.0,1191,20,5,13,4,0,0
19,1,Unknown,0,42,0,184.0,0.0,951,13,1,23,5,0,0
4,0,Unknown,0,4,0,2.0,0.0,1156,12,6,10,5,0,0
3,0,Unknown,0,13,0,-1.0,-1.0,1173,18,3,14,1,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1053,18,4,14,0,0,0
10,0,Unknown,0,19,0,4.0,0.0,812,17,0,11,5,0,0
16,0,India,2,42,1,-1.0,-1.0,1339,15,5,15,5,0,2
2,0,IN,0,13,0,4.0,0.0,1003,19,4,7,4,0,0
18,1,Unknown,0,42,0,-1.0,-1.0,898,12,5,11,4,0,0
21,1,IN,0,13,0,3.0,11.0,1074,17,4,15,5,0,0
18,1,Unknown,0,13,0,-1.0,-1.0,1071,16,0,9,4,0,0
2,1,IN,0,10,0,-1.0,-1.0,1023,16,6,23,3,0,0
4,0,Unknown,0,22,0,2.0,0.0,1012,14,3,23,1,0,0
2,1,Unknown,0,0,0,-1.0,-1.0,1244,14,2,12,2,0,0
21,0,AU,0,6,0,-1.0,-1.0,981,12,6,11,5,0,0
7,0,Unknown,0,42,0,47.0,0.0,812,17,0,9,3,1,0
18,1,Unknown,0,6,0,10.0,11.0,1075,13,3,12,3,0,0
19,0,IN,0,42,0,0.0,0.0,809,13,3,17,2,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,1003,21,4,19,3,0,0
18,0,Unknown,0,10,0,-1.0,-1.0,1258,18,1,21,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1185,14,5,16,4,0,0
18,0,IN,0,42,0,-1.0,-1.0,844,13,3,23,1,0,0
1,1,India,1,42,1,3.0,19.0,1268,19,5,19,5,0,1
19,0,Unknown,0,19,0,213.0,0.0,914,10,3,23,6,0,0
21,0,IN,0,22,0,-1.0,-1.0,1064,11,0,9,5,0,0
4,1,Unknown,0,4,0,14.0,0.0,937,15,1,1,0,0,0
21,1,in,0,10,0,3.0,20.0,1056,15,1,19,6,0,0
12,1,Unknown,0,42,0,-1.0,0.0,992,7,2,4,0,1,0
4,0,Unknown,0,19,0,-1.0,-1.0,1032,16,4,21,5,0,0
2,0,IN,0,13,0,3.0,0.0,1036,12,0,16,6,0,0
18,0,Unknown,0,13,0,0.0,19.0,1159,18,3,23,5,0,0
15,0,Unknown,2,0,0,-1.0,-1.0,1066,10,5,20,1,0,2
21,1,IN,0,19,0,30.0,10.0,1081,11,4,17,6,0,0
20,1,Unknown,0,42,0,3.0,19.0,1028,20,0,21,3,0,0
1,0,Unknown,0,42,0,-1.0,0.0,1088,13,4,2,4,0,0
19,0,Unknown,0,0,0,3.0,0.0,1221,12,4,16,3,0,0
4,0,India,2,0,1,-1.0,-1.0,1322,23,0,23,0,0,2
9,0,IN,0,13,0,-1.0,-1.0,880,14,2,23,1,0,0
21,0,IN,0,22,0,-1.0,-1.0,1001,10,0,17,6,0,0
2,1,CH,0,4,0,32.0,18.0,1037,18,5,13,1,0,0
20,0,Unknown,0,6,0,-1.0,-1.0,1050,10,0,16,0,0,0
20,1,Singapore,0,42,0,-1.0,-1.0,828,19,4,15,1,0,0
19,0,Unknown,0,22,0,-1.0,-1.0,1194,17,3,16,0,0,0
7,1,Unknown,0,22,0,70.0,0.0,812,17,0,19,3,0,0
2,1,IN,0,13,0,119.0,20.0,829,10,4,23,5,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,986,15,1,22,6,0,0
19,0,Unknown,0,13,0,0.0,0.0,1212,14,6,13,6,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1215,18,3,20,1,1,0
18,0,IN,0,42,0,-1.0,-1.0,808,16,4,11,2,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1189,13,1,21,2,0,0
21,1,IN,0,22,0,-1.0,-1.0,1056,13,1,13,0,0,0
2,0,IN,0,4,0,3.0,0.0,1046,13,4,22,3,0,0
2,0,India,2,9,1,-1.0,-1.0,1335,15,2,15,2,0,2
2,0,Unknown,0,13,0,-1.0,-1.0,1293,19,1,11,1,0,0
17,0,Unknown,0,22,0,-1.0,-1.0,846,16,1,20,1,0,0
1,0,Unknown,0,42,0,-1.0,-1.0,1259,2,1,16,0,0,0
2,1,IN,0,6,0,320.0,0.0,921,15,3,9,6,0,0
15,0,Unknown,0,13,0,213.0,0.0,907,14,3,19,6,0,0
1,0,Unknown,0,22,0,-1.0,-1.0,1074,22,3,4,1,0,0
2,1,IN,0,13,0,30.0,0.0,1034,14,2,16,5,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,799,2,6,19,4,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1020,12,2,19,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,913,16,4,21,2,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1325,17,5,9,5,0,0
2,0,IN,0,13,0,-1.0,-1.0,1121,11,6,17,5,0,0
20,0,IN,0,19,0,50.0,13.0,1060,18,4,7,4,0,0
4,0,Unknown,0,19,0,11.0,0.0,1042,18,1,8,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,804,13,1,14,0,0,0
18,1,Unknown,0,6,0,4.0,16.0,1059,14,5,15,3,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,976,13,4,15,3,0,0
1,1,Unknown,0,42,0,-1.0,0.0,975,19,4,6,4,1,0
2,0,Unknown,0,13,0,-1.0,-1.0,1293,19,1,23,0,0,0
4,0,Unknown,0,0,0,5.0,0.0,1184,11,6,0,1,0,0
17,0,Unknown,0,22,0,0.0,0.0,1162,18,6,15,5,0,0
4,1,Unknown,0,0,0,-1.0,-1.0,1339,19,4,17,4,0,0
1,0,india,0,0,1,0.0,0.0,964,19,1,11,4,0,0
4,0,Unknown,0,22,0,9.0,0.0,994,12,0,10,4,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1120,16,0,14,4,0,0
19,0,Unknown,0,42,0,0.0,0.0,1174,19,1,12,1,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,927,16,4,12,2,0,0
6,1,Unknown,0,0,0,2.0,12.0,797,13,1,15,2,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1062,18,2,22,6,0,0
20,1,India,0,42,1,18.0,18.0,880,15,2,20,4,0,0
17,1,Unknown,0,0,0,-1.0,-1.0,1126,15,1,22,3,0,0
14,0,IN,0,42,0,0.0,0.0,982,17,5,20,2,0,0
19,0,Unknown,0,42,0,0.0,0.0,1131,17,3,13,2,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1309,13,0,11,0,0,2
18,0,Unknown,0,6,0,-1.0,-1.0,989,13,5,10,4,0,0
21,1,IN,0,13,0,-1.0,-1.0,1003,17,5,8,5,0,0
4,0,Unknown,0,22,0,12.0,0.0,1041,15,2,22,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,959,18,0,20,6,0,0
21,0,IN,0,22,0,-1.0,-1.0,1004,12,4,14,3,0,0
2,1,IN,0,10,0,-1.0,-1.0,1147,15,1,21,5,0,0
4,0,Unknown,0,0,0,-1.0,-1.0,1242,14,4,16,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,906,13,4,23,2,0,0
2,0,IN,0,13,0,4.0,0.0,941,12,4,9,3,0,0
6,0,Unknown,0,0,0,0.0,0.0,797,16,1,21,3,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,966,17,0,16,6,0,0
4,0,PL,0,22,0,-1.0,-1.0,844,23,2,16,0,0,0
21,1,IN,0,13,0,-1.0,-1.0,979,15,1,23,6,1,0
19,0,Unknown,0,42,0,-1.0,-1.0,1202,11,2,19,1,0,0
19,0,Unknown,0,42,0,0.0,0.0,976,12,4,17,3,0,0
12,1,Unknown,2,42,0,-1.0,-1.0,1106,20,6,20,6,0,2
18,0,Unknown,0,13,0,-1.0,-1.0,1010,12,5,13,4,0,0
19,1,Unknown,0,42,0,1.0,0.0,957,10,2,23,6,0,0
21,0,In,0,10,0,-1.0,-1.0,981,14,6,10,5,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1302,17,0,16,3,0,2
4,0,Unknown,0,22,0,-1.0,-1.0,919,15,5,16,4,0,0
5,0,india,0,42,1,0.0,0.0,900,14,3,18,3,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1140,18,0,18,0,0,2
16,1,Unknown,2,0,0,-1.0,-1.0,1303,20,5,18,4,0,2
12,1,Unknown,0,42,0,-1.0,-1.0,1336,22,0,20,4,0,0
5,0,Unknown,0,22,0,-1.0,0.0,870,10,5,4,3,0,0
2,0,IN,0,10,0,2.0,0.0,970,11,3,23,1,0,0
19,1,Unknown,0,4,0,4.0,0.0,1121,11,6,8,1,0,0
13,1,Unknown,0,13,0,-1.0,-1.0,880,9,2,16,2,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1314,17,2,17,2,0,2
5,0,IN,0,13,0,0.0,0.0,947,16,5,14,2,0,0
21,1,IN,0,22,0,10.0,0.0,1081,11,4,16,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,821,21,4,0,0,0,0
4,0,Unknown,0,19,0,1.0,0.0,983,13,4,12,3,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1001,13,0,14,1,0,0
19,0,Unknown,0,0,0,-1.0,-1.0,1220,18,4,2,3,0,0
21,0,IN,0,42,0,-1.0,-1.0,1066,14,5,2,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,1042,20,0,16,6,0,0
17,0,Unknown,0,0,0,-1.0,-1.0,833,10,0,23,1,0,0
4,0,Unknown,0,42,0,-1.0,-1.0,1154,13,1,22,0,1,0
2,1,IN,0,22,0,12.0,0.0,1070,15,1,9,3,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1288,15,0,9,0,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1169,18,0,7,0,0,0
1,0,india,0,13,1,0.0,0.0,964,19,1,14,5,0,0
20,1,France,0,42,0,-1.0,-1.0,800,15,5,14,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,974,16,6,12,5,0,0
4,1,Unknown,0,19,0,1.0,18.0,1098,15,1,12,0,0,0
2,0,IN,0,19,0,10.0,0.0,961,9,5,10,5,0,0
2,0,IN,0,19,0,9.0,0.0,949,9,3,20,4,0,0
2,1,India,2,10,1,-1.0,-1.0,1296,17,6,17,6,0,2
20,1,Unknown,0,42,0,-1.0,-1.0,981,20,5,6,3,0,0
4,0,Unknown,0,19,0,1.0,0.0,960,19,5,16,4,0,0
19,0,Unknown,0,0,0,1.0,0.0,1219,13,6,7,5,0,0
10,1,Unknown,2,0,0,-1.0,-1.0,812,17,0,22,3,0,2
18,1,Unknown,0,6,0,2.0,11.0,1049,16,1,8,0,0,0
17,1,Unknown,0,19,0,61.0,0.0,1008,16,0,16,1,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1291,11,4,16,3,1,0
7,0,Unknown,0,42,0,7.0,0.0,812,17,0,17,5,0,0
18,0,IN,0,42,0,-1.0,-1.0,845,19,1,11,1,0,0
4,0,Unknown,0,22,0,2.0,0.0,1138,15,3,8,2,0,0
20,1,India,0,42,1,-1.0,-1.0,884,18,5,22,2,0,0
4,0,Unknown,0,22,0,2.0,0.0,1058,21,5,19,3,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1212,13,6,11,6,0,0
13,1,IN,0,19,0,4.0,0.0,885,17,4,16,3,0,0
1,0,Unknown,0,42,0,-1.0,-1.0,1125,8,2,8,2,0,0
13,0,Unknown,0,42,0,0.0,0.0,922,13,2,12,4,1,0
6,0,Unknown,0,0,0,-1.0,-1.0,797,13,1,22,1,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1189,19,0,12,6,0,0
18,0,BR,0,42,0,-1.0,-1.0,850,2,4,0,1,0,0
5,1,IN,0,42,0,3.0,12.0,940,12,5,9,2,0,0
2,1,Unknown,0,13,0,-1.0,-1.0,1285,14,3,16,1,0,0
19,1,IN,0,42,0,3.0,0.0,849,11,5,6,5,0,0
1,0,Unknown,0,42,0,-1.0,-1.0,1092,12,0,22,1,1,0
13,0,Unknown,0,30,0,-1.0,-1.0,903,10,0,6,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,802,2,3,15,2,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1251,9,2,9,2,0,2
18,0,Unknown,0,42,0,-1.0,-1.0,804,13,1,14,0,0,0
7,0,Unknown,0,42,0,-1.0,-1.0,812,17,0,20,2,1,0
2,0,India,2,13,1,-1.0,-1.0,1288,17,0,17,0,0,2
18,0,Unknown,0,6,0,-1.0,-1.0,998,17,3,18,2,0,0
17,0,Unknown,0,41,0,0.0,0.0,1126,17,1,15,4,0,0
13,1,IN,0,42,0,-1.0,-1.0,826,16,0,13,6,0,0
2,1,GB,1,42,0,-1.0,-1.0,936,19,1,12,4,1,1
1,0,india,0,22,1,1.0,0.0,964,19,1,9,2,0,0
14,0,IN,0,19,0,8.0,0.0,1027,14,2,13,0,0,0
4,0,Unknown,0,19,0,1.0,0.0,1202,12,2,23,1,0,0
2,0,IN,0,13,0,12.0,0.0,1049,16,1,16,5,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1315,17,1,17,4,0,0
18,0,IN,0,42,0,-1.0,-1.0,807,13,5,10,4,0,0
17,0,Unknown,0,0,0,0.0,0.0,1144,13,4,16,3,0,0
19,0,Unknown,0,19,0,0.0,0.0,1165,14,4,15,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,1031,10,5,20,6,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1320,14,3,16,2,0,2
18,0,IN,0,42,0,-1.0,-1.0,836,13,4,6,1,0,0
19,1,Unknown,0,42,0,0.0,0.0,878,13,4,10,3,0,0
2,1,India,2,13,1,1.0,11.0,1276,12,5,12,5,0,2
2,0,US,0,6,0,-1.0,-1.0,970,0,3,8,2,0,0
14,0,IN,0,19,0,4.0,0.0,1043,15,0,11,1,0,0
20,1,IN,0,13,0,47.0,19.0,1060,18,4,22,6,0,0
18,0,IN,0,42,0,-1.0,-1.0,804,19,0,22,5,0,0
19,0,Unknown,0,0,0,60.0,0.0,1168,12,1,11,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,928,18,3,17,2,1,0
4,1,Unknown,0,0,0,28.0,0.0,1309,13,0,1,3,0,0
4,0,Unknown,0,22,0,16.0,0.0,1027,18,2,13,6,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1316,19,6,12,6,0,2
18,0,Unknown,0,6,0,-1.0,-1.0,1047,12,3,15,2,0,0
5,0,india,0,42,1,1.0,0.0,965,14,1,21,0,0,0
4,0,Unknown,0,19,0,0.0,0.0,1180,12,3,6,3,0,0
19,1,Unknown,0,42,0,1.0,0.0,994,11,0,22,5,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1066,18,4,9,1,0,0
7,0,Unknown,2,0,0,-1.0,-1.0,810,10,2,17,4,0,2
2,1,IN,0,13,0,4.0,18.0,956,17,3,17,1,0,0
2,1,IN,0,19,0,6.0,0.0,1029,12,0,7,0,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,932,12,6,22,3,1,0
2,0,VN,0,22,0,3.0,0.0,916,13,1,15,0,0,0
14,0,IN,0,13,0,0.0,0.0,1021,11,1,19,0,0,0
17,0,in,0,22,0,0.0,0.0,1124,15,3,19,5,0,0
16,1,Unknown,2,42,0,-1.0,-1.0,1305,17,4,18,5,0,2
1,1,US,0,42,0,-1.0,0.0,819,19,6,6,6,0,0
19,1,Unknown,0,42,0,0.0,0.0,882,19,6,8,5,0,0
17,1,Unknown,0,10,0,1.0,0.0,1088,15,4,17,2,0,0
2,0,Unknown,0,42,0,-1.0,-1.0,1216,14,2,2,2,0,0
21,0,IN,0,10,0,-1.0,-1.0,1008,20,6,23,0,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1065,14,6,2,2,0,0
14,0,IN,0,10,0,1.0,0.0,1043,15,0,11,3,0,0
4,0,Unknown,0,13,0,1.0,0.0,1009,19,5,22,4,0,0
2,0,IN,0,10,0,29.0,0.0,1061,9,3,8,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1189,16,1,23,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,906,13,4,23,2,0,0
7,1,Unknown,0,42,0,73.0,0.0,812,17,0,15,4,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,929,13,2,13,1,0,0
2,0,IN,0,19,0,4.0,0.0,946,12,6,2,5,0,0
18,0,Unknown,2,0,0,-1.0,-1.0,1246,17,0,16,5,0,2
1,1,Unknown,0,19,0,-1.0,0.0,1173,6,3,15,2,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1134,16,0,16,6,0,0
14,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,11,1,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1019,19,2,22,1,0,0
1,1,Unknown,0,32,0,-1.0,-1.0,1337,15,0,15,0,0,0
2,0,IN,0,19,0,4.0,0.0,947,12,5,16,4,0,0
19,1,Unknown,0,42,0,1.0,0.0,894,13,2,21,0,0,0
21,0,IN,0,13,0,-1.0,-1.0,1011,12,4,0,4,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,910,15,0,4,6,0,0
2,0,IN,0,10,0,6.0,0.0,963,14,3,16,1,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1251,14,2,10,2,0,0
19,1,Unknown,0,13,0,10.0,0.0,1140,10,1,9,4,0,0
4,0,Unknown,2,42,0,-1.0,-1.0,1314,23,1,23,1,0,2
18,0,Unknown,0,42,0,-1.0,-1.0,847,2,0,8,5,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1042,11,1,20,4,0,0
6,0,Unknown,0,13,0,2.0,0.0,797,13,1,0,3,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,997,18,4,0,4,0,0
4,1,Unknown,0,22,0,14.0,0.0,1082,16,3,13,2,0,0
21,0,in,0,42,0,10.0,0.0,1081,11,4,13,0,0,0
4,0,Unknown,0,4,0,-1.0,-1.0,992,16,2,10,4,0,0
17,0,Unknown,0,19,0,0.0,0.0,1036,17,0,13,6,0,0
6,0,Unknown,0,13,0,-1.0,-1.0,797,13,1,21,2,0,0
17,1,Unknown,0,13,0,-1.0,-1.0,1177,19,5,20,3,0,0
2,1,IN,0,13,0,99.0,0.0,1039,19,3,3,0,0,0
19,1,Unknown,0,42,0,3.0,0.0,812,12,0,14,3,0,0
17,0,Unknown,0,19,0,-1.0,-1.0,1076,18,2,14,2,0,0
7,0,Unknown,0,19,0,380.0,0.0,812,17,0,17,2,0,0
18,1,Unknown,0,42,0,-1.0,-1.0,808,2,4,12,1,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1268,19,5,4,3,0,0
2,1,IN,0,19,0,5.0,0.0,975,13,5,13,4,0,0
4,0,Unknown,0,3,0,14.0,0.0,1075,17,3,23,2,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1044,19,5,10,4,0,0
4,1,Unknown,0,13,0,33.0,0.0,1039,10,4,10,4,0,0
17,0,Unknown,0,19,0,1.0,0.0,1018,12,4,7,2,0,0
21,0,IN,0,27,0,11.0,0.0,1081,11,4,13,6,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,937,9,1,21,2,1,0
14,0,Unknown,0,6,0,-1.0,-1.0,1052,14,5,20,1,0,0
12,1,Unknown,0,42,0,-1.0,0.0,803,21,1,20,5,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,1010,14,5,16,0,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1309,15,0,20,6,0,2
19,1,Unknown,0,42,0,-1.0,-1.0,1040,14,3,16,2,0,0
2,0,NP,0,22,0,-1.0,-1.0,1072,11,6,22,3,0,0
17,0,Unknown,0,0,0,-1.0,-1.0,1172,10,4,8,3,0,0
14,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,15,4,0,0
5,0,india,0,42,1,0.0,0.0,911,15,6,15,1,0,0
6,0,Unknown,0,13,0,1.0,0.0,797,16,1,13,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,959,16,0,23,1,0,0
14,0,IN,0,42,0,-1.0,0.0,1011,15,4,0,4,0,0
4,0,Unknown,0,22,0,9.0,0.0,1000,10,1,23,5,0,0
2,0,IN,0,19,0,2.0,0.0,902,15,1,9,0,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,956,17,3,10,1,0,0
4,0,Unknown,2,0,0,0.0,0.0,1323,22,6,22,6,0,2
15,0,Unknown,0,28,0,-1.0,-1.0,1047,16,3,20,4,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1128,13,6,21,5,0,0
21,0,IN,0,13,0,10.0,0.0,1081,11,4,16,6,0,0
1,1,Unknown,0,42,0,-1.0,0.0,1107,12,6,11,6,0,0
21,0,IN,0,22,0,-1.0,-1.0,1011,12,4,0,4,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,918,18,6,23,4,0,0
2,0,IN,0,13,0,-1.0,-1.0,942,14,3,15,2,0,0
17,0,Unknown,0,19,0,0.0,0.0,1036,18,0,12,6,0,0
20,0,Unknown,0,22,0,-1.0,-1.0,1050,10,0,15,6,0,0
19,0,Unknown,0,42,0,0.0,0.0,808,17,4,13,0,0,0
21,0,Unknown,2,0,0,0.0,0.0,1081,11,4,9,3,0,2
18,0,Unknown,0,22,0,-1.0,-1.0,1070,18,1,22,0,0,0
18,0,IN,0,42,0,-1.0,-1.0,845,19,1,10,1,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1008,14,0,21,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,989,13,5,9,4,0,0
4,0,Unknown,0,22,0,6.0,0.0,1111,22,1,9,1,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1290,3,5,2,5,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1290,16,5,20,4,0,0
1,0,india,0,19,1,1.0,0.0,964,19,1,20,3,0,0
4,0,Unknown,0,22,0,2.0,0.0,1154,13,1,22,0,0,0
4,1,IN,0,42,0,41.0,0.0,819,15,0,21,0,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1031,18,4,0,4,0,0
2,1,Unknown,0,0,0,-1.0,-1.0,1193,12,4,20,3,1,0
21,0,IN,0,22,0,-1.0,-1.0,1029,17,0,10,0,0,0
4,0,IN,0,4,0,7.0,0.0,845,11,2,22,0,0,0
4,0,Unknown,0,19,0,2.0,0.0,1050,14,0,21,5,0,0
15,0,Unknown,0,7,0,-1.0,-1.0,1070,17,1,14,0,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,18,6,0,2
13,0,Unknown,2,42,0,-1.0,-1.0,895,18,1,20,0,0,2
2,0,IN,0,13,0,5.0,0.0,959,14,0,20,5,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1190,8,0,14,6,0,0
21,0,IN,0,13,0,-1.0,-1.0,1026,12,3,16,2,0,0
5,1,IN,0,4,0,0.0,0.0,938,15,0,14,5,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1035,11,1,14,0,0,0
1,0,Unknown,0,6,0,-1.0,-1.0,916,13,1,23,1,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1102,16,4,23,2,0,0
2,1,Unknown,0,10,0,-1.0,-1.0,1301,19,0,13,0,0,0
20,1,Germany,0,42,0,-1.0,-1.0,801,23,3,16,4,0,0
21,0,in,0,22,0,-1.0,-1.0,1004,12,4,14,3,0,0
2,0,RU,0,19,0,5.0,0.0,967,13,6,19,5,0,0
4,0,Unknown,2,0,0,2.0,0.0,1281,18,0,18,0,0,2
21,1,IN,0,22,0,-1.0,-1.0,1066,11,5,3,0,0,0
15,0,Unknown,0,13,0,119.0,0.0,1035,15,1,19,4,0,0
2,0,IN,0,13,0,7.0,0.0,956,17,3,20,1,0,0
19,1,Unknown,0,42,0,0.0,0.0,880,17,2,18,1,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,875,14,0,18,5,0,0
14,0,IN,0,19,0,39.0,0.0,1043,15,0,12,3,0,0
19,1,Unknown,0,42,0,162.0,0.0,912,15,5,0,3,0,0
2,1,IN,0,19,0,-1.0,-1.0,1145,9,3,15,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1189,13,1,0,3,0,0
13,0,Unknown,0,19,0,14.0,0.0,896,11,0,12,4,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,910,16,0,20,4,0,0
15,0,Unknown,0,15,0,-1.0,-1.0,1066,13,5,9,1,0,0
21,0,IN,0,22,0,-1.0,-1.0,901,16,2,12,1,0,0
2,1,IN,0,13,0,-1.0,-1.0,1021,19,0,15,5,0,0
16,1,Unknown,0,10,0,-1.0,-1.0,1302,19,6,22,5,0,0
19,1,Unknown,0,42,0,0.0,0.0,983,10,4,0,5,0,0
11,0,Unknown,0,22,0,-1.0,-1.0,814,9,5,20,4,0,0
2,0,DK,0,6,0,-1.0,-1.0,1106,16,0,14,4,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,802,2,3,4,2,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1273,11,1,11,1,0,2
5,0,india,0,42,1,0.0,0.0,953,12,6,19,6,0,0
2,1,Unknown,0,13,0,0.0,13.0,1233,14,6,13,5,0,0
6,0,Unknown,0,42,0,-1.0,-1.0,797,13,1,0,3,1,0
2,1,IN,0,0,0,-1.0,-1.0,975,17,5,12,6,0,0
17,0,Unknown,0,22,0,1.0,0.0,1063,18,0,12,5,0,0
19,0,IN,0,42,0,1.0,0.0,848,15,6,22,0,0,0
1,0,Unknown,0,10,0,-1.0,-1.0,1263,19,3,16,3,1,0
19,1,Unknown,0,4,0,-1.0,-1.0,1102,12,4,10,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,983,15,4,2,3,0,0
2,1,IN,0,19,0,127.0,0.0,914,13,3,21,3,0,0
2,0,India,2,0,1,-1.0,-1.0,1306,19,2,19,2,0,2
4,0,Unknown,0,22,0,9.0,0.0,917,14,0,13,4,0,0
18,0,IN,0,42,0,-1.0,-1.0,797,13,1,12,0,0,0
10,0,Unknown,0,0,0,0.0,0.0,812,17,0,21,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,810,19,1,23,0,0,0
14,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,13,0,0,0
2,0,US,0,9,0,2.0,0.0,1115,0,5,2,4,0,0
19,1,Unknown,0,22,0,1.0,0.0,1141,12,0,22,5,0,0
20,1,India,0,42,1,-1.0,-1.0,890,19,5,23,4,0,0
4,0,Unknown,0,42,0,-1.0,-1.0,976,17,4,14,3,0,0
17,1,Unknown,0,22,0,1.0,0.0,1091,10,1,21,6,0,0
10,0,Unknown,0,10,0,0.0,0.0,812,17,0,19,1,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1062,15,2,0,1,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1005,13,3,19,1,0,0
15,0,Unknown,0,0,0,-1.0,-1.0,1078,11,0,0,3,0,0
19,1,Unknown,0,0,0,-1.0,-1.0,1218,16,0,11,0,0,0
19,1,Unknown,0,42,0,115.0,0.0,920,13,4,12,0,0,0
2,0,India,2,13,1,-1.0,-1.0,1288,18,0,17,0,0,2
17,0,Unknown,0,13,0,1.0,0.0,1078,9,0,19,5,0,0
17,0,Unknown,0,22,0,0.0,0.0,1038,13,5,15,4,0,0
1,1,Unknown,0,42,0,1.0,22.0,1102,10,4,17,3,0,0
